gRNA_length,PAM,gc_content,cleavage_efficiency,off_target_probability,immunogenicity,binding_affinity,tcell_recognition,exposure_score,fitness_score
24,NAG,0.67,0.92,0.0,0.25,0.62,0.68,0.62,-0.01
19,TGG,0.66,0.78,0.21,0.48,0.84,0.73,0.53,-0.64
18,CGG,0.62,0.76,0.28,0.37,0.81,0.67,0.56,-0.56
19,CGG,0.43,0.72,0.03,0.41,0.65,0.75,0.68,-0.47
24,NAG,0.72,0.74,0.21,0.25,0.83,0.64,0.7,-0.36
19,NGG,0.71,0.84,0.12,0.28,0.41,0.77,0.7,-0.33
17,CGG,0.65,0.82,0.11,0.53,0.65,0.67,0.51,-0.49
21,NGG,0.52,0.92,0.16,0.3,0.78,0.66,0.57,-0.2
20,CGG,0.41,0.71,0.15,0.31,0.52,0.75,0.63,-0.5
17,CGG,0.56,0.71,0.13,0.56,0.45,0.75,0.77,-0.73
23,CGG,0.75,0.85,0.21,0.46,0.66,0.79,0.58,-0.61
23,NGG,0.78,0.82,0.04,0.42,0.41,0.67,0.56,-0.31
22,NGG,0.5,0.8,0.29,0.24,0.62,0.58,0.6,-0.31
21,TGG,0.6,0.73,0.06,0.48,0.7,0.79,0.78,-0.6
18,TGG,0.56,0.92,0.18,0.31,0.5,0.71,0.67,-0.28
20,TGG,0.7,0.85,0.06,0.31,0.47,0.6,0.7,-0.12
23,CGG,0.76,0.78,0.07,0.23,0.8,0.63,0.53,-0.15
17,NGG,0.76,0.77,0.09,0.26,0.49,0.63,0.8,-0.21
24,CGG,0.62,0.75,0.09,0.27,0.6,0.51,0.52,-0.12
22,CGG,0.49,0.89,0.08,0.41,0.76,0.62,0.56,-0.22
19,CGG,0.72,0.74,0.05,0.5,0.74,0.68,0.69,-0.49
22,NAG,0.79,0.76,0.18,0.31,0.5,0.5,0.69,-0.23
23,NAG,0.72,0.79,0.15,0.3,0.77,0.51,0.56,-0.17
23,TGG,0.49,0.95,0.15,0.37,0.69,0.54,0.56,-0.11
19,NGG,0.46,0.7,0.05,0.55,0.54,0.58,0.56,-0.48
20,NAG,0.56,0.92,0.17,0.3,0.82,0.71,0.76,-0.26
18,CGG,0.66,0.84,0.28,0.29,0.56,0.58,0.55,-0.31
24,NAG,0.69,0.81,0.21,0.29,0.51,0.55,0.71,-0.24
23,NGG,0.77,0.76,0.17,0.45,0.46,0.56,0.66,-0.42
21,NGG,0.66,0.71,0.27,0.24,0.55,0.61,0.76,-0.41
17,TGG,0.56,0.93,0.14,0.43,0.48,0.6,0.71,-0.24
17,NAG,0.47,0.86,0.16,0.31,0.82,0.6,0.53,-0.21
24,NGG,0.51,0.87,0.22,0.56,0.54,0.65,0.53,-0.56
20,TGG,0.57,0.9,0.07,0.57,0.58,0.65,0.77,-0.39
22,CGG,0.51,0.89,0.08,0.31,0.73,0.52,0.77,-0.02
23,TGG,0.77,0.74,0.05,0.58,0.88,0.71,0.59,-0.6
24,NAG,0.48,0.85,0.24,0.28,0.8,0.64,0.73,-0.31
22,CGG,0.7,0.79,0.21,0.47,0.9,0.68,0.64,-0.57
19,NAG,0.75,0.74,0.25,0.27,0.65,0.69,0.71,-0.47
20,CGG,0.6,0.94,0.27,0.38,0.85,0.58,0.51,-0.29
19,NAG,0.62,0.86,0.27,0.48,0.72,0.62,0.78,-0.51
24,NGG,0.63,0.92,0.06,0.38,0.74,0.79,0.56,-0.31
17,TGG,0.59,0.75,0.26,0.34,0.9,0.5,0.77,-0.35
22,NGG,0.77,0.77,0.24,0.34,0.79,0.61,0.73,-0.42
23,NGG,0.62,0.83,0.23,0.32,0.46,0.51,0.74,-0.23
21,NAG,0.46,0.9,0.23,0.3,0.84,0.71,0.59,-0.34
17,NAG,0.74,0.9,0.16,0.37,0.54,0.69,0.76,-0.32
24,NGG,0.56,0.92,0.25,0.56,0.62,0.72,0.65,-0.61
20,CGG,0.53,0.84,0.26,0.42,0.47,0.66,0.68,-0.5
20,CGG,0.68,0.76,0.19,0.39,0.47,0.74,0.55,-0.56
21,TGG,0.46,0.79,0.17,0.23,0.52,0.51,0.51,-0.12
23,NGG,0.5,0.81,0.17,0.3,0.68,0.7,0.54,-0.36
18,NGG,0.64,0.74,0.3,0.53,0.47,0.54,0.55,-0.63
18,CGG,0.6,0.75,0.21,0.37,0.71,0.72,0.74,-0.55
20,NGG,0.8,0.77,0.26,0.56,0.78,0.69,0.53,-0.74
24,CGG,0.73,0.79,0.04,0.24,0.78,0.61,0.77,-0.1
22,TGG,0.46,0.92,0.07,0.23,0.74,0.69,0.78,-0.07
21,NGG,0.6,0.77,0.05,0.52,0.88,0.59,0.79,-0.39
22,NAG,0.44,0.93,0.23,0.43,0.57,0.6,0.66,-0.33
17,CGG,0.46,0.91,0.07,0.52,0.76,0.67,0.63,-0.35
20,NAG,0.53,0.71,0.18,0.5,0.45,0.8,0.66,-0.77
24,TGG,0.49,0.89,0.0,0.26,0.73,0.51,0.54,0.12
21,NAG,0.67,0.71,0.04,0.52,0.87,0.54,0.67,-0.39
18,TGG,0.67,0.75,0.24,0.22,0.85,0.58,0.56,-0.29
23,NAG,0.75,0.83,0.06,0.27,0.6,0.59,0.63,-0.09
19,NAG,0.42,0.82,0.26,0.37,0.45,0.53,0.6,-0.34
21,CGG,0.74,0.73,0.28,0.34,0.43,0.68,0.74,-0.57
20,CGG,0.43,0.86,0.26,0.39,0.5,0.72,0.72,-0.51
17,TGG,0.69,0.87,0.04,0.34,0.78,0.59,0.71,-0.1
20,NGG,0.57,0.94,0.17,0.45,0.48,0.65,0.77,-0.33
18,NGG,0.74,0.76,0.28,0.24,0.65,0.76,0.76,-0.52
21,NGG,0.75,0.82,0.0,0.33,0.68,0.72,0.65,-0.23
24,NAG,0.69,0.73,0.16,0.4,0.46,0.74,0.54,-0.57
23,NAG,0.77,0.9,0.05,0.58,0.69,0.63,0.53,-0.36
20,TGG,0.52,0.79,0.19,0.46,0.54,0.5,0.67,-0.36
24,NGG,0.44,0.92,0.2,0.45,0.46,0.61,0.62,-0.34
21,NGG,0.7,0.85,0.15,0.52,0.89,0.65,0.61,-0.47
22,NGG,0.76,0.82,0.13,0.46,0.67,0.76,0.77,-0.53
23,NAG,0.78,0.83,0.27,0.25,0.77,0.53,0.63,-0.22
21,NAG,0.76,0.79,0.08,0.3,0.77,0.53,0.54,-0.12
22,NAG,0.46,0.86,0.15,0.47,0.68,0.68,0.69,-0.44
20,NAG,0.61,0.91,0.2,0.47,0.46,0.56,0.51,-0.32
23,NGG,0.54,0.81,0.06,0.39,0.76,0.79,0.58,-0.43
24,NAG,0.57,0.7,0.14,0.21,0.68,0.75,0.6,-0.4
18,NGG,0.44,0.82,0.11,0.57,0.85,0.52,0.67,-0.38
17,NGG,0.69,0.79,0.22,0.33,0.85,0.55,0.62,-0.31
21,TGG,0.76,0.79,0.18,0.26,0.8,0.7,0.75,-0.35
24,NGG,0.78,0.8,0.15,0.2,0.65,0.72,0.67,-0.27
23,TGG,0.63,0.93,0.27,0.32,0.53,0.61,0.59,-0.27
17,NAG,0.76,0.92,0.15,0.59,0.48,0.58,0.58,-0.4
18,CGG,0.69,0.74,0.15,0.35,0.66,0.76,0.52,-0.52
24,CGG,0.64,0.89,0.11,0.23,0.42,0.72,0.78,-0.17
22,CGG,0.79,0.81,0.25,0.36,0.58,0.5,0.79,-0.3
21,NAG,0.56,0.76,0.29,0.51,0.7,0.55,0.74,-0.59
19,TGG,0.71,0.75,0.03,0.26,0.66,0.63,0.67,-0.17
20,TGG,0.72,0.9,0.03,0.38,0.41,0.68,0.62,-0.19
20,NGG,0.7,0.77,0.05,0.47,0.43,0.78,0.76,-0.53
20,TGG,0.49,0.7,0.28,0.32,0.74,0.69,0.61,-0.59
21,TGG,0.46,0.76,0.02,0.58,0.7,0.52,0.8,-0.36
22,CGG,0.42,0.88,0.08,0.31,0.56,0.63,0.79,-0.14
22,NAG,0.54,0.76,0.18,0.56,0.8,0.58,0.56,-0.56
18,NAG,0.58,0.9,0.13,0.2,0.64,0.6,0.79,-0.03
19,NAG,0.41,0.84,0.24,0.34,0.83,0.64,0.76,-0.38
20,CGG,0.65,0.7,0.21,0.56,0.52,0.58,0.59,-0.65
17,TGG,0.52,0.79,0.08,0.46,0.88,0.6,0.52,-0.35
23,TGG,0.61,0.77,0.28,0.45,0.66,0.5,0.61,-0.46
23,NGG,0.63,0.76,0.26,0.49,0.52,0.55,0.6,-0.54
23,NAG,0.48,0.95,0.28,0.53,0.78,0.76,0.58,-0.62
21,NAG,0.5,0.93,0.17,0.37,0.59,0.7,0.6,-0.31
22,TGG,0.77,0.75,0.13,0.5,0.78,0.51,0.63,-0.39
17,CGG,0.75,0.79,0.25,0.51,0.81,0.58,0.69,-0.55
23,TGG,0.41,0.8,0.14,0.49,0.78,0.63,0.53,-0.46
18,CGG,0.43,0.75,0.27,0.52,0.66,0.56,0.57,-0.6
20,NGG,0.48,0.73,0.28,0.33,0.84,0.78,0.68,-0.66
23,NGG,0.52,0.92,0.21,0.37,0.73,0.51,0.73,-0.17
20,NGG,0.63,0.77,0.03,0.29,0.8,0.8,0.65,-0.35
19,NAG,0.52,0.71,0.12,0.51,0.61,0.66,0.64,-0.58
22,NGG,0.66,0.87,0.22,0.34,0.49,0.51,0.65,-0.2
19,CGG,0.67,0.89,0.14,0.35,0.84,0.77,0.76,-0.37
17,CGG,0.41,0.71,0.18,0.28,0.47,0.56,0.68,-0.31
24,NAG,0.79,0.89,0.29,0.53,0.85,0.55,0.79,-0.48
20,NGG,0.71,0.7,0.08,0.21,0.51,0.52,0.54,-0.11
21,NGG,0.55,0.78,0.14,0.42,0.52,0.69,0.55,-0.47
21,CGG,0.62,0.87,0.13,0.51,0.6,0.52,0.69,-0.29
21,TGG,0.72,0.86,0.15,0.31,0.81,0.5,0.69,-0.1
22,NAG,0.42,0.9,0.11,0.43,0.77,0.59,0.63,-0.23
21,NAG,0.65,0.9,0.02,0.29,0.57,0.71,0.63,-0.12
21,NGG,0.53,0.94,0.28,0.29,0.59,0.54,0.66,-0.17
24,NGG,0.77,0.79,0.05,0.37,0.41,0.58,0.68,-0.21
18,NGG,0.53,0.77,0.2,0.58,0.86,0.8,0.69,-0.81
18,TGG,0.47,0.7,0.14,0.38,0.73,0.71,0.5,-0.53
21,CGG,0.43,0.79,0.21,0.31,0.63,0.57,0.56,-0.3
21,CGG,0.77,0.93,0.06,0.31,0.79,0.78,0.56,-0.22
22,CGG,0.65,0.91,0.26,0.25,0.7,0.74,0.56,-0.34
23,NGG,0.67,0.81,0.12,0.38,0.63,0.77,0.53,-0.46
19,NAG,0.42,0.82,0.24,0.56,0.45,0.65,0.61,-0.63
21,NAG,0.43,0.76,0.2,0.35,0.85,0.65,0.51,-0.44
21,NAG,0.65,0.72,0.13,0.22,0.7,0.65,0.57,-0.28
22,NGG,0.41,0.78,0.27,0.58,0.5,0.73,0.78,-0.8
23,NAG,0.49,0.79,0.18,0.47,0.67,0.63,0.58,-0.49
24,CGG,0.51,0.85,0.06,0.49,0.78,0.51,0.6,-0.21
22,CGG,0.47,0.92,0.29,0.27,0.57,0.68,0.6,-0.32
22,CGG,0.62,0.83,0.24,0.38,0.45,0.66,0.64,-0.45
17,TGG,0.54,0.78,0.11,0.59,0.46,0.5,0.74,-0.42
20,CGG,0.6,0.94,0.22,0.51,0.68,0.7,0.56,-0.49
20,CGG,0.43,0.8,0.1,0.25,0.63,0.61,0.54,-0.16
19,NGG,0.51,0.77,0.05,0.55,0.63,0.62,0.74,-0.45
21,NAG,0.54,0.87,0.17,0.49,0.73,0.66,0.79,-0.45
21,CGG,0.54,0.77,0.15,0.31,0.43,0.76,0.63,-0.45
18,CGG,0.64,0.82,0.22,0.32,0.69,0.7,0.64,-0.42
21,NAG,0.48,0.81,0.25,0.56,0.61,0.66,0.75,-0.66
19,TGG,0.68,0.91,0.14,0.26,0.69,0.67,0.79,-0.16
19,NAG,0.43,0.86,0.14,0.5,0.68,0.53,0.71,-0.31
18,NAG,0.74,0.77,0.15,0.46,0.72,0.62,0.67,-0.46
20,CGG,0.64,0.82,0.08,0.44,0.71,0.57,0.68,-0.27
24,CGG,0.63,0.81,0.19,0.32,0.66,0.54,0.72,-0.24
22,NGG,0.75,0.91,0.1,0.26,0.79,0.55,0.68,0.0
22,TGG,0.48,0.79,0.19,0.34,0.56,0.74,0.62,-0.48
20,NGG,0.71,0.85,0.08,0.56,0.52,0.63,0.56,-0.42
17,TGG,0.56,0.94,0.12,0.57,0.65,0.64,0.76,-0.39
17,NAG,0.43,0.78,0.1,0.59,0.79,0.74,0.54,-0.65
22,CGG,0.43,0.82,0.29,0.39,0.86,0.65,0.64,-0.51
19,NGG,0.54,0.7,0.17,0.29,0.79,0.73,0.55,-0.49
21,NAG,0.57,0.91,0.07,0.55,0.53,0.69,0.58,-0.4
20,TGG,0.44,0.73,0.12,0.26,0.69,0.78,0.63,-0.43
18,NAG,0.48,0.92,0.2,0.44,0.74,0.73,0.65,-0.45
17,NGG,0.49,0.88,0.07,0.4,0.61,0.65,0.51,-0.24
21,CGG,0.47,0.85,0.04,0.28,0.6,0.74,0.77,-0.21
20,NAG,0.5,0.74,0.01,0.51,0.56,0.69,0.71,-0.47
23,NGG,0.74,0.86,0.04,0.5,0.5,0.75,0.57,-0.43
21,NAG,0.48,0.95,0.05,0.28,0.85,0.74,0.68,-0.12
21,TGG,0.43,0.94,0.06,0.35,0.57,0.68,0.58,-0.15
19,CGG,0.78,0.81,0.15,0.38,0.73,0.71,0.6,-0.43
19,NAG,0.48,0.74,0.04,0.23,0.47,0.6,0.72,-0.13
23,NAG,0.59,0.95,0.23,0.5,0.72,0.61,0.61,-0.39
18,NGG,0.73,0.81,0.08,0.57,0.47,0.62,0.56,-0.46
23,NAG,0.63,0.93,0.04,0.55,0.59,0.67,0.79,-0.33
17,CGG,0.57,0.84,0.11,0.58,0.59,0.7,0.7,-0.55
22,TGG,0.45,0.82,0.08,0.55,0.49,0.7,0.51,-0.51
23,NAG,0.75,0.85,0.15,0.24,0.53,0.56,0.78,-0.1
23,NAG,0.44,0.82,0.07,0.29,0.65,0.71,0.53,-0.25
21,NGG,0.51,0.93,0.07,0.3,0.85,0.62,0.74,-0.06
24,TGG,0.59,0.76,0.28,0.24,0.6,0.71,0.57,-0.47
23,NGG,0.79,0.71,0.25,0.46,0.48,0.57,0.67,-0.57
18,NAG,0.76,0.74,0.11,0.54,0.71,0.58,0.55,-0.49
24,NGG,0.74,0.87,0.27,0.35,0.63,0.74,0.76,-0.49
19,NGG,0.66,0.9,0.08,0.3,0.44,0.77,0.69,-0.25
24,NGG,0.68,0.84,0.05,0.5,0.72,0.79,0.59,-0.5
23,CGG,0.44,0.88,0.16,0.38,0.77,0.79,0.66,-0.45
18,NAG,0.54,0.88,0.11,0.26,0.87,0.68,0.57,-0.17
17,CGG,0.65,0.8,0.04,0.29,0.6,0.67,0.51,-0.2
21,NAG,0.62,0.9,0.23,0.25,0.51,0.52,0.66,-0.1
18,NGG,0.65,0.9,0.13,0.49,0.42,0.77,0.52,-0.49
23,CGG,0.72,0.85,0.01,0.42,0.44,0.67,0.71,-0.25
20,CGG,0.66,0.85,0.02,0.26,0.68,0.62,0.74,-0.05
22,TGG,0.42,0.86,0.29,0.26,0.54,0.78,0.63,-0.47
21,CGG,0.61,0.81,0.26,0.23,0.63,0.55,0.7,-0.23
17,NGG,0.73,0.72,0.19,0.36,0.83,0.55,0.69,-0.38
19,CGG,0.72,0.9,0.29,0.47,0.58,0.65,0.68,-0.51
20,CGG,0.43,0.76,0.1,0.53,0.77,0.57,0.69,-0.44
22,TGG,0.48,0.87,0.3,0.38,0.52,0.76,0.66,-0.57
24,NAG,0.77,0.76,0.11,0.54,0.55,0.73,0.64,-0.62
19,TGG,0.59,0.81,0.14,0.24,0.68,0.58,0.76,-0.15
21,TGG,0.49,0.93,0.21,0.2,0.86,0.64,0.8,-0.12
22,CGG,0.68,0.85,0.14,0.49,0.57,0.58,0.78,-0.36
20,TGG,0.57,0.86,0.12,0.53,0.82,0.62,0.58,-0.41
18,CGG,0.58,0.8,0.23,0.22,0.62,0.59,0.56,-0.24
22,CGG,0.54,0.72,0.3,0.33,0.6,0.57,0.53,-0.48
20,TGG,0.78,0.85,0.14,0.3,0.7,0.64,0.67,-0.23
19,CGG,0.48,0.87,0.0,0.31,0.72,0.53,0.79,0.03
24,NAG,0.74,0.77,0.16,0.23,0.82,0.61,0.55,-0.23
24,TGG,0.76,0.87,0.17,0.28,0.6,0.56,0.78,-0.14
23,CGG,0.58,0.9,0.29,0.22,0.72,0.74,0.71,-0.35
17,NAG,0.56,0.91,0.08,0.23,0.5,0.78,0.6,-0.18
23,TGG,0.42,0.78,0.17,0.36,0.44,0.51,0.76,-0.26
18,TGG,0.61,0.82,0.1,0.56,0.6,0.76,0.61,-0.6
21,NGG,0.42,0.9,0.15,0.59,0.7,0.65,0.65,-0.49
18,NAG,0.53,0.89,0.08,0.32,0.54,0.63,0.69,-0.14
23,CGG,0.51,0.9,0.07,0.24,0.76,0.57,0.59,0.02
20,NGG,0.74,0.74,0.14,0.36,0.46,0.76,0.72,-0.52
24,NGG,0.62,0.95,0.25,0.24,0.64,0.6,0.59,-0.14
23,TGG,0.65,0.95,0.01,0.41,0.6,0.62,0.77,-0.09
19,CGG,0.59,0.78,0.11,0.34,0.56,0.74,0.68,-0.41
17,CGG,0.73,0.93,0.14,0.48,0.65,0.69,0.58,-0.38
18,NGG,0.75,0.91,0.25,0.34,0.82,0.61,0.64,-0.29
19,NGG,0.76,0.89,0.24,0.36,0.51,0.68,0.54,-0.39
20,NAG,0.73,0.79,0.25,0.49,0.88,0.77,0.51,-0.72
21,TGG,0.67,0.89,0.11,0.6,0.55,0.72,0.54,-0.54
21,TGG,0.41,0.92,0.01,0.46,0.68,0.57,0.66,-0.12
17,TGG,0.63,0.94,0.3,0.29,0.54,0.6,0.66,-0.25
20,TGG,0.6,0.82,0.18,0.56,0.61,0.71,0.67,-0.63
21,CGG,0.62,0.93,0.17,0.55,0.87,0.6,0.59,-0.39
18,TGG,0.76,0.91,0.23,0.21,0.63,0.75,0.72,-0.28
21,NGG,0.69,0.94,0.18,0.36,0.78,0.64,0.76,-0.24
24,NGG,0.57,0.84,0.13,0.32,0.55,0.62,0.63,-0.23
20,TGG,0.7,0.73,0.27,0.5,0.54,0.67,0.56,-0.71
19,NAG,0.59,0.91,0.22,0.4,0.55,0.79,0.62,-0.5
19,NAG,0.8,0.78,0.14,0.59,0.62,0.57,0.69,-0.52
20,CGG,0.78,0.94,0.27,0.22,0.88,0.63,0.59,-0.18
22,TGG,0.45,0.85,0.03,0.21,0.58,0.77,0.77,-0.16
24,CGG,0.78,0.72,0.11,0.2,0.9,0.57,0.5,-0.16
24,TGG,0.5,0.75,0.2,0.21,0.43,0.72,0.62,-0.38
19,TGG,0.44,0.71,0.03,0.21,0.66,0.74,0.76,-0.27
24,NAG,0.46,0.81,0.21,0.59,0.89,0.53,0.55,-0.52
17,TGG,0.66,0.86,0.25,0.39,0.8,0.5,0.63,-0.28
17,NAG,0.79,0.79,0.2,0.29,0.67,0.68,0.62,-0.38
18,NAG,0.72,0.71,0.26,0.31,0.58,0.66,0.61,-0.52
18,NGG,0.44,0.75,0.24,0.26,0.77,0.57,0.67,-0.32
17,TGG,0.6,0.75,0.06,0.34,0.72,0.57,0.66,-0.22
24,NAG,0.8,0.95,0.09,0.59,0.49,0.7,0.65,-0.43
17,NGG,0.66,0.77,0.11,0.53,0.76,0.79,0.7,-0.66
17,TGG,0.66,0.84,0.12,0.21,0.51,0.53,0.62,-0.02
19,NGG,0.8,0.79,0.29,0.48,0.75,0.67,0.79,-0.65
17,CGG,0.56,0.88,0.23,0.22,0.83,0.6,0.67,-0.17
23,NAG,0.52,0.71,0.14,0.23,0.59,0.62,0.77,-0.28
21,NAG,0.64,0.84,0.24,0.34,0.49,0.66,0.64,-0.4
19,TGG,0.75,0.82,0.02,0.28,0.69,0.68,0.5,-0.16
20,NAG,0.47,0.73,0.08,0.42,0.75,0.73,0.67,-0.5
24,TGG,0.69,0.84,0.1,0.49,0.65,0.52,0.55,-0.27
19,NGG,0.42,0.75,0.05,0.26,0.41,0.57,0.51,-0.13
23,NGG,0.66,0.85,0.07,0.57,0.85,0.76,0.66,-0.55
20,NGG,0.72,0.79,0.2,0.24,0.77,0.59,0.6,-0.24
18,NGG,0.47,0.88,0.26,0.5,0.52,0.76,0.56,-0.64
24,NGG,0.61,0.89,0.06,0.47,0.49,0.69,0.52,-0.33
23,CGG,0.76,0.94,0.01,0.59,0.41,0.52,0.52,-0.18
22,NGG,0.78,0.85,0.18,0.28,0.71,0.51,0.76,-0.12
20,CGG,0.7,0.91,0.19,0.59,0.7,0.69,0.66,-0.56
17,CGG,0.55,0.87,0.04,0.38,0.75,0.67,0.78,-0.22
20,TGG,0.78,0.89,0.07,0.27,0.6,0.68,0.58,-0.13
18,NGG,0.48,0.73,0.23,0.33,0.88,0.71,0.63,-0.54
21,NGG,0.65,0.72,0.0,0.23,0.58,0.69,0.68,-0.2
19,TGG,0.67,0.89,0.08,0.21,0.77,0.8,0.58,-0.2
18,NGG,0.71,0.8,0.17,0.39,0.86,0.61,0.75,-0.37
23,CGG,0.59,0.81,0.06,0.45,0.73,0.67,0.59,-0.37
22,TGG,0.77,0.86,0.24,0.31,0.73,0.62,0.76,-0.31
24,CGG,0.63,0.7,0.26,0.36,0.65,0.75,0.7,-0.67
23,CGG,0.48,0.83,0.24,0.32,0.65,0.66,0.76,-0.39
23,NGG,0.71,0.9,0.1,0.46,0.84,0.59,0.53,-0.25
21,TGG,0.58,0.79,0.17,0.24,0.85,0.75,0.8,-0.37
17,NGG,0.65,0.76,0.19,0.41,0.65,0.54,0.55,-0.38
19,NGG,0.71,0.77,0.15,0.27,0.45,0.67,0.6,-0.32
24,NAG,0.67,0.8,0.09,0.59,0.82,0.63,0.5,-0.51
21,NGG,0.62,0.79,0.19,0.54,0.75,0.75,0.77,-0.69
22,NAG,0.69,0.78,0.28,0.41,0.65,0.69,0.73,-0.6
19,CGG,0.56,0.76,0.23,0.46,0.86,0.58,0.59,-0.51
17,TGG,0.53,0.79,0.14,0.46,0.45,0.62,0.74,-0.43
21,NGG,0.79,0.74,0.05,0.39,0.48,0.79,0.75,-0.49
18,NGG,0.52,0.92,0.05,0.56,0.76,0.77,0.75,-0.46
17,NAG,0.47,0.91,0.2,0.33,0.54,0.59,0.7,-0.21
21,NAG,0.63,0.75,0.04,0.56,0.66,0.71,0.69,-0.56
17,TGG,0.5,0.72,0.03,0.33,0.7,0.75,0.73,-0.39
19,TGG,0.59,0.94,0.21,0.3,0.73,0.75,0.53,-0.32
20,NAG,0.69,0.82,0.07,0.43,0.74,0.63,0.7,-0.31
23,NAG,0.7,0.76,0.14,0.41,0.86,0.78,0.52,-0.57
24,NAG,0.69,0.78,0.17,0.26,0.48,0.72,0.59,-0.37
17,NGG,0.41,0.72,0.07,0.57,0.88,0.79,0.51,-0.71
20,NGG,0.49,0.72,0.22,0.38,0.86,0.54,0.55,-0.42
19,TGG,0.68,0.94,0.02,0.41,0.54,0.53,0.6,-0.02
19,TGG,0.43,0.79,0.03,0.54,0.59,0.7,0.79,-0.48
24,CGG,0.45,0.72,0.18,0.42,0.88,0.68,0.54,-0.56
22,CGG,0.73,0.9,0.14,0.33,0.55,0.76,0.65,-0.33
23,NGG,0.74,0.75,0.02,0.27,0.74,0.76,0.78,-0.3
21,CGG,0.66,0.84,0.27,0.22,0.53,0.52,0.66,-0.17
23,NGG,0.55,0.94,0.16,0.45,0.66,0.69,0.6,-0.36
18,TGG,0.47,0.75,0.06,0.44,0.55,0.69,0.52,-0.44
17,CGG,0.55,0.77,0.24,0.54,0.76,0.53,0.69,-0.54
23,NGG,0.57,0.81,0.11,0.34,0.47,0.66,0.51,-0.3
22,CGG,0.46,0.82,0.04,0.23,0.47,0.63,0.51,-0.08
23,TGG,0.57,0.95,0.26,0.38,0.68,0.7,0.74,-0.39
24,CGG,0.52,0.89,0.21,0.38,0.83,0.63,0.8,-0.33
24,NAG,0.71,0.81,0.1,0.26,0.49,0.78,0.52,-0.33
22,NGG,0.53,0.92,0.27,0.45,0.61,0.65,0.56,-0.45
20,NGG,0.77,0.93,0.2,0.33,0.67,0.7,0.68,-0.3
18,TGG,0.48,0.82,0.0,0.45,0.65,0.68,0.76,-0.31
17,NAG,0.8,0.79,0.14,0.44,0.5,0.77,0.69,-0.56
20,TGG,0.52,0.91,0.18,0.29,0.55,0.54,0.58,-0.1
19,NGG,0.47,0.87,0.01,0.22,0.49,0.74,0.73,-0.1
20,NAG,0.55,0.91,0.09,0.51,0.77,0.6,0.54,-0.29
22,CGG,0.64,0.91,0.15,0.49,0.52,0.56,0.64,-0.29
23,NAG,0.65,0.94,0.18,0.42,0.76,0.52,0.5,-0.18
23,TGG,0.65,0.89,0.27,0.55,0.76,0.57,0.67,-0.5
24,NAG,0.53,0.94,0.11,0.39,0.51,0.72,0.78,-0.28
19,NGG,0.63,0.8,0.23,0.5,0.78,0.61,0.7,-0.54
22,CGG,0.65,0.86,0.23,0.59,0.87,0.54,0.53,-0.5
22,TGG,0.49,0.74,0.07,0.54,0.89,0.79,0.76,-0.66
22,TGG,0.72,0.94,0.13,0.51,0.53,0.71,0.54,-0.41
24,TGG,0.43,0.84,0.15,0.57,0.54,0.66,0.55,-0.54
24,NAG,0.72,0.77,0.18,0.44,0.77,0.52,0.74,-0.37
19,CGG,0.79,0.76,0.2,0.43,0.74,0.66,0.76,-0.53
18,TGG,0.62,0.76,0.02,0.25,0.6,0.67,0.58,-0.18
17,NGG,0.4,0.7,0.03,0.47,0.66,0.62,0.76,-0.42
19,NAG,0.65,0.9,0.02,0.35,0.73,0.79,0.71,-0.26
22,TGG,0.51,0.88,0.17,0.58,0.78,0.68,0.57,-0.55
23,TGG,0.56,0.8,0.06,0.32,0.8,0.7,0.75,-0.28
19,NGG,0.57,0.73,0.25,0.54,0.6,0.79,0.68,-0.85
24,NAG,0.46,0.94,0.26,0.46,0.53,0.77,0.75,-0.55
20,TGG,0.54,0.82,0.1,0.27,0.8,0.62,0.68,-0.17
20,NGG,0.47,0.72,0.08,0.59,0.52,0.62,0.69,-0.57
22,CGG,0.43,0.72,0.3,0.47,0.79,0.63,0.59,-0.68
19,NGG,0.51,0.89,0.27,0.54,0.8,0.63,0.69,-0.55
24,NAG,0.72,0.83,0.09,0.26,0.7,0.55,0.73,-0.07
20,TGG,0.59,0.79,0.03,0.48,0.58,0.59,0.56,-0.31
23,NGG,0.62,0.78,0.25,0.51,0.71,0.7,0.65,-0.68
20,NAG,0.49,0.79,0.23,0.48,0.61,0.74,0.66,-0.66
22,NGG,0.68,0.71,0.14,0.33,0.48,0.55,0.71,-0.31
18,NGG,0.53,0.79,0.1,0.35,0.67,0.65,0.51,-0.31
17,CGG,0.62,0.74,0.2,0.24,0.62,0.56,0.73,-0.26
23,NAG,0.68,0.8,0.01,0.32,0.44,0.66,0.58,-0.19
20,TGG,0.72,0.71,0.08,0.31,0.44,0.59,0.59,-0.27
17,NAG,0.63,0.91,0.27,0.38,0.52,0.69,0.68,-0.43
20,NAG,0.53,0.75,0.02,0.55,0.41,0.65,0.8,-0.47
21,NGG,0.76,0.91,0.06,0.31,0.88,0.65,0.74,-0.11
18,CGG,0.47,0.9,0.02,0.2,0.44,0.68,0.74,0.0
23,CGG,0.51,0.78,0.21,0.53,0.43,0.77,0.58,-0.73
17,NAG,0.62,0.74,0.16,0.22,0.58,0.51,0.62,-0.15
22,NAG,0.72,0.71,0.3,0.25,0.71,0.65,0.65,-0.49
21,NGG,0.77,0.88,0.16,0.28,0.63,0.73,0.7,-0.29
